Country Name,Country Code,Region,Income Group,Languages,Year,GDP at market prices (current US$),"Population, total",GDP per capita (current US$),Internet users (per 100 people),"Enrolment in secondary education, both sexes (number)","Enrolment in tertiary education, all programmes, both sexes (number)",Projection: Population age 15-19 by highest level of educational attainment. Lower Secondary. Total,Projection: Population age 15-19 by highest level of educational attainment. Upper Secondary. Total,Projection: Population age 20-24 by highest level of educational attainment. Upper Secondary. Total,Projection: Population age 15-19 by highest level of educational attainment. Post Secondary. Total,Projection: Population age 20-24 by highest level of educational attainment. Post Secondary. Total,Projection: Population age 25-29 by highest level of educational attainment. Post Secondary. Total
Algeria,DZA,Middle East & North Africa,Upper middle income,"Arabic (official), French (lingua franca), Berber or Tamazight (official); dialects include Kabyle Berber (Taqbaylit), Shawiya Berber (Tacawit), Mzab Berber, Tuareg Berber (Tamahaq)",2010,161207268655.392,36117637.0,4463.39467488951,12.5,4616226.0,1144271.0,1594430.0,1348000.0,1102790.0,176910.0,726820.0,620950.0
Algeria,DZA,Middle East & North Africa,Upper middle income,"Arabic (official), French (lingua franca), Berber or Tamazight (official); dialects include Kabyle Berber (Taqbaylit), Shawiya Berber (Tacawit), Mzab Berber, Tuareg Berber (Tamahaq)",2011,200019057307.655,36819558.0,5432.41331978116,14.9,4572513.0,1188562.0,,,,,,
Algeria,DZA,Middle East & North Africa,Upper middle income,"Arabic (official), French (lingua franca), Berber or Tamazight (official); dialects include Kabyle Berber (Taqbaylit), Shawiya Berber (Tacawit), Mzab Berber, Tuareg Berber (Tamahaq)",2012,209058991952.125,37565847.0,5565.13452104848,18.2,,1210272.0,,,,,,
Algeria,DZA,Middle East & North Africa,Upper middle income,"Arabic (official), French (lingua franca), Berber or Tamazight (official); dialects include Kabyle Berber (Taqbaylit), Shawiya Berber (Tacawit), Mzab Berber, Tuareg Berber (Tamahaq)",2013,209755003250.664,38338562.0,5471.12338878709,22.5,,1252579.0,,,,,,
Algeria,DZA,Middle East & North Africa,Upper middle income,"Arabic (official), French (lingua franca), Berber or Tamazight (official); dialects include Kabyle Berber (Taqbaylit), Shawiya Berber (Tacawit), Mzab Berber, Tuareg Berber (Tamahaq)",2014,213810022462.428,39113313.0,5466.42577841535,29.5,,1245478.0,,,,,,
Algeria,DZA,Middle East & North Africa,Upper middle income,"Arabic (official), French (lingua franca), Berber or Tamazight (official); dialects include Kabyle Berber (Taqbaylit), Shawiya Berber (Tacawit), Mzab Berber, Tuareg Berber (Tamahaq)",2015,165874330876.321,39871528.0,4160.22006671831,38.2,,1289474.0,1293980.0,1242280.0,1178550.0,167450.0,787490.0,721360.0
Algeria,DZA,Middle East & North Africa,Upper middle income,"Arabic (official), French (lingua franca), Berber or Tamazight (official); dialects include Kabyle Berber (Taqbaylit), Shawiya Berber (Tacawit), Mzab Berber, Tuareg Berber (Tamahaq)",2016,159049096745.249,40606052.0,3916.88157088626,42.94552688,,,,,,,,
Algeria,DZA,Middle East & North Africa,Upper middle income,"Arabic (official), French (lingua franca), Berber or Tamazight (official); dialects include Kabyle Berber (Taqbaylit), Shawiya Berber (Tacawit), Mzab Berber, Tuareg Berber (Tamahaq)",2017,,,,,,,,,,,,
Algeria,DZA,Middle East & North Africa,Upper middle income,"Arabic (official), French (lingua franca), Berber or Tamazight (official); dialects include Kabyle Berber (Taqbaylit), Shawiya Berber (Tacawit), Mzab Berber, Tuareg Berber (Tamahaq)",2020,,,,,,,1301820.0,1403190.0,1055290.0,196350.0,741460.0,782120.0
Algeria,DZA,Middle East & North Africa,Upper middle income,"Arabic (official), French (lingua franca), Berber or Tamazight (official); dialects include Kabyle Berber (Taqbaylit), Shawiya Berber (Tacawit), Mzab Berber, Tuareg Berber (Tamahaq)",2025,,,,,,,1354020.0,1624920.0,1157390.0,237010.0,867300.0,737200.0
Algeria,DZA,Middle East & North Africa,Upper middle income,"Arabic (official), French (lingua franca), Berber or Tamazight (official); dialects include Kabyle Berber (Taqbaylit), Shawiya Berber (Tacawit), Mzab Berber, Tuareg Berber (Tamahaq)",2030,,,,,,,1322090.0,1751010.0,1293020.0,266810.0,1044450.0,862470.0
Andorra,AND,Europe & Central Asia,High income: nonOECD,"Catalan (official), French, Castilian, Portuguese",2000,1434429703.33518,65390.0,21936.5301014708,10.53883561,,,,,,,,
Andorra,AND,Europe & Central Asia,High income: nonOECD,"Catalan (official), French, Castilian, Portuguese",2001,1496912751.67785,67341.0,22228.8464928922,,,,,,,,,
Andorra,AND,Europe & Central Asia,High income: nonOECD,"Catalan (official), French, Castilian, Portuguese",2002,1733116883.11688,70049.0,24741.4935704562,11.26046872,3132.0,267.0,,,,,,
Andorra,AND,Europe & Central Asia,High income: nonOECD,"Catalan (official), French, Castilian, Portuguese",2003,2398645598.19413,73182.0,32776.4422698769,13.54641288,3194.0,306.0,,,,,,
Andorra,AND,Europe & Central Asia,High income: nonOECD,"Catalan (official), French, Castilian, Portuguese",2004,2935659299.72684,76244.0,38503.4796144857,26.83795439,3250.0,331.0,,,,,,
Andorra,AND,Europe & Central Asia,High income: nonOECD,"Catalan (official), French, Castilian, Portuguese",2005,3255789080.96008,78867.0,41282.0201219785,37.60576622,3737.0,342.0,,,,,,
Andorra,AND,Europe & Central Asia,High income: nonOECD,"Catalan (official), French, Castilian, Portuguese",2006,3543256805.92147,80991.0,43748.7721588999,48.936847,3843.0,401.0,,,,,,
Andorra,AND,Europe & Central Asia,High income: nonOECD,"Catalan (official), French, Castilian, Portuguese",2007,4016972351.49192,82683.0,48582.8084550866,70.87,3819.0,,,,,,,
Andorra,AND,Europe & Central Asia,High income: nonOECD,"Catalan (official), French, Castilian, Portuguese",2008,4007353156.58415,83861.0,47785.6590856793,70.04,3851.0,459.0,,,,,,
Andorra,AND,Europe & Central Asia,High income: nonOECD,"Catalan (official), French, Castilian, Portuguese",2009,3660530702.97305,84462.0,43339.3798746543,78.53,3914.0,,,,,,,
Andorra,AND,Europe & Central Asia,High income: nonOECD,"Catalan (official), French, Castilian, Portuguese",2010,3355695364.23841,84449.0,39736.3540626699,81.0,4059.0,,,,,,,
Andorra,AND,Europe & Central Asia,High income: nonOECD,"Catalan (official), French, Castilian, Portuguese",2011,3442062830.13622,83751.0,41098.7669417228,81.0,4159.0,,,,,,,
Andorra,AND,Europe & Central Asia,High income: nonOECD,"Catalan (official), French, Castilian, Portuguese",2012,3164615186.94591,82431.0,38391.0808669785,86.43442462,4208.0,491.0,,,,,,
Andorra,AND,Europe & Central Asia,High income: nonOECD,"Catalan (official), French, Castilian, Portuguese",2013,3281585236.32501,80788.0,40619.7112977795,94.0,4239.0,538.0,,,,,,
Andorra,AND,Europe & Central Asia,High income: nonOECD,"Catalan (official), French, Castilian, Portuguese",2014,3350736367.25488,79223.0,42294.9947269717,95.9,4319.0,498.0,,,,,,
Andorra,AND,Europe & Central Asia,High income: nonOECD,"Catalan (official), French, Castilian, Portuguese",2015,2811489408.89431,78014.0,36038.2676044596,96.91,4395.0,501.0,,,,,,
Andorra,AND,Europe & Central Asia,High income: nonOECD,"Catalan (official), French, Castilian, Portuguese",2016,2858517699.11504,77281.0,36988.6220301891,97.93063712,,,,,,,,
Andorra,AND,Europe & Central Asia,High income: nonOECD,"Catalan (official), French, Castilian, Portuguese",2017,,,,,,,,,,,,
Andorra,AND,Europe & Central Asia,High income: nonOECD,"Catalan (official), French, Castilian, Portuguese",2020,,,,,,,,,,,,
Andorra,AND,Europe & Central Asia,High income: nonOECD,"Catalan (official), French, Castilian, Portuguese",2025,,,,,,,,,,,,
Andorra,AND,Europe & Central Asia,High income: nonOECD,"Catalan (official), French, Castilian, Portuguese",2030,,,,,,,,,,,,
Antigua and Barbuda,ATG,Latin America & Caribbean,High income: nonOECD,"English (official), Antiguan creole",2000,830158768.888889,83584.0,9932.02968138506,6.482225737,5276.0,,,,,,,
Antigua and Barbuda,ATG,Latin America & Caribbean,High income: nonOECD,"English (official), Antiguan creole",2001,800740257.407407,85057.0,9414.16059122009,8.899285515,,,,,,,,
Antigua and Barbuda,ATG,Latin America & Caribbean,High income: nonOECD,"English (official), Antiguan creole",2002,814615323.703704,86266.0,9443.06359056527,12.5,,,,,,,,
Antigua and Barbuda,ATG,Latin America & Caribbean,High income: nonOECD,"English (official), Antiguan creole",2003,855643099.62963,87293.0,9801.96693468697,17.22864878,,,,,,,,
Antigua and Barbuda,ATG,Latin America & Caribbean,High income: nonOECD,"English (official), Antiguan creole",2004,919577142.592592,88257.0,10419.3111321775,24.26654372,,,,,,,,
Antigua and Barbuda,ATG,Latin America & Caribbean,High income: nonOECD,"English (official), Antiguan creole",2005,1022191294.07407,89253.0,11452.7387771176,27.0,,,,,,,,
Antigua and Barbuda,ATG,Latin America & Caribbean,High income: nonOECD,"English (official), Antiguan creole",2006,1157005441.48148,90301.0,12812.7644376195,30.0,,,,,,,,
Antigua and Barbuda,ATG,Latin America & Caribbean,High income: nonOECD,"English (official), Antiguan creole",2007,1311401318.88889,91381.0,14350.918887831,34.0,7838.0,,,,,,,
Antigua and Barbuda,ATG,Latin America & Caribbean,High income: nonOECD,"English (official), Antiguan creole",2008,1368431037.03704,92478.0,14797.3684231605,38.0,8628.0,,,,,,,
Antigua and Barbuda,ATG,Latin America & Caribbean,High income: nonOECD,"English (official), Antiguan creole",2009,1224253000.0,93581.0,13082.2816597386,42.0,8557.0,1037.0,,,,,,
Antigua and Barbuda,ATG,Latin America & Caribbean,High income: nonOECD,"English (official), Antiguan creole",2010,1152469074.07407,94661.0,12174.6978594572,47.0,8436.0,1170.0,,,,,,
Antigua and Barbuda,ATG,Latin America & Caribbean,High income: nonOECD,"English (official), Antiguan creole",2011,1142042925.92593,95719.0,11931.2041070835,52.0,8449.0,1068.0,,,,,,
Antigua and Barbuda,ATG,Latin America & Caribbean,High income: nonOECD,"English (official), Antiguan creole",2012,1211411703.7037,96777.0,12517.5579290917,58.0,8383.0,1792.0,,,,,,
Antigua and Barbuda,ATG,Latin America & Caribbean,High income: nonOECD,"English (official), Antiguan creole",2013,1192925407.40741,97824.0,12194.6087607071,63.4,,,,,,,,
Antigua and Barbuda,ATG,Latin America & Caribbean,High income: nonOECD,"English (official), Antiguan creole",2014,1280133333.33333,98875.0,12946.9869363675,67.78,8077.0,,,,,,,
Antigua and Barbuda,ATG,Latin America & Caribbean,High income: nonOECD,"English (official), Antiguan creole",2015,1364863037.03704,99923.0,13659.1479142644,70.0,8048.0,,,,,,,
Antigua and Barbuda,ATG,Latin America & Caribbean,High income: nonOECD,"English (official), Antiguan creole",2016,1460144703.7037,100963.0,14462.1762794658,73.0,,,,,,,,
Antigua and Barbuda,ATG,Latin America & Caribbean,High income: nonOECD,"English (official), Antiguan creole",2017,,,,,,,,,,,,
Antigua and Barbuda,ATG,Latin America & Caribbean,High income: nonOECD,"English (official), Antiguan creole",2020,,,,,,,,,,,,
Antigua and Barbuda,ATG,Latin America & Caribbean,High income: nonOECD,"English (official), Antiguan creole",2025,,,,,,,,,,,,
Antigua and Barbuda,ATG,Latin America & Caribbean,High income: nonOECD,"English (official), Antiguan creole",2030,,,,,,,,,,,,
Argentina,ARG,Latin America & Caribbean,Upper middle income,"Spanish (official), Italian, English, German, French, indigenous (Mapudungun, Quechua)",2000,284203750000.0,37057452.0,7669.27391554065,7.038683086,3829421.0,1766933.0,,,,,,
Argentina,ARG,Latin America & Caribbean,Upper middle income,"Spanish (official), Italian, English, German, French, indigenous (Mapudungun, Quechua)",2001,268696750000.0,37471509.0,7170.69467365192,9.780807285,3904915.0,1918708.0,,,,,,
Argentina,ARG,Latin America & Caribbean,Upper middle income,"Spanish (official), Italian, English, German, French, indigenous (Mapudungun, Quechua)",2002,97724004251.8602,37889370.0,2579.19316821209,10.88212438,3905207.0,2026735.0,,,,,,
Argentina,ARG,Latin America & Caribbean,Upper middle income,"Spanish (official), Italian, English, German, French, indigenous (Mapudungun, Quechua)",2003,127586973492.177,38309379.0,3330.43700583548,11.91369655,3902011.0,2101437.0,,,,,,
Argentina,ARG,Latin America & Caribbean,Upper middle income,"Spanish (official), Italian, English, German, French, indigenous (Mapudungun, Quechua)",2004,164657930452.787,38728696.0,4251.57434819873,16.03668411,3919748.0,2116876.0,,,,,,
Argentina,ARG,Latin America & Caribbean,Upper middle income,"Spanish (official), Italian, English, German, French, indigenous (Mapudungun, Quechua)",2005,198737095012.282,39145488.0,5076.8838291729,17.72058337,3884317.0,2082577.0,,,,,,
Argentina,ARG,Latin America & Caribbean,Upper middle income,"Spanish (official), Italian, English, German, French, indigenous (Mapudungun, Quechua)",2006,232557260817.308,39558890.0,5878.76102735208,20.9272021,3872929.0,2202032.0,,,,,,
Argentina,ARG,Latin America & Caribbean,Upper middle income,"Spanish (official), Italian, English, German, French, indigenous (Mapudungun, Quechua)",2007,287530508430.568,39970224.0,7193.61763973522,25.94663294,3897005.0,2208291.0,,,,,,
Argentina,ARG,Latin America & Caribbean,Upper middle income,"Spanish (official), Italian, English, German, French, indigenous (Mapudungun, Quechua)",2008,361558037110.419,40382389.0,8953.35927526277,28.11262348,3963715.0,2287874.0,,,,,,
Argentina,ARG,Latin America & Caribbean,Upper middle income,"Spanish (official), Italian, English, German, French, indigenous (Mapudungun, Quechua)",2009,332976484577.619,40799407.0,8161.30696648652,34.0,4106048.0,2387049.0,,,,,,
Argentina,ARG,Latin America & Caribbean,Upper middle income,"Spanish (official), Italian, English, German, French, indigenous (Mapudungun, Quechua)",2010,423627422092.49,41223889.0,10276.2604977053,45.0,4213136.0,2520985.0,2104790.0,483090.0,1672050.0,0.0,181530.0,463760.0
Argentina,ARG,Latin America & Caribbean,Upper middle income,"Spanish (official), Italian, English, German, French, indigenous (Mapudungun, Quechua)",2011,530163281574.658,41656879.0,12726.9083594731,51.0,4279426.0,2660514.0,,,,,,
Argentina,ARG,Latin America & Caribbean,Upper middle income,"Spanish (official), Italian, English, German, French, indigenous (Mapudungun, Quechua)",2012,545982375701.128,42096739.0,12969.7071238969,55.8,4346391.0,2726557.0,,,,,,
Argentina,ARG,Latin America & Caribbean,Upper middle income,"Spanish (official), Italian, English, German, French, indigenous (Mapudungun, Quechua)",2013,552025140252.246,42539925.0,12976.6364245411,59.9,4406046.0,2768211.0,,,,,,
Argentina,ARG,Latin America & Caribbean,Upper middle income,"Spanish (official), Italian, English, German, French, indigenous (Mapudungun, Quechua)",2014,526319673731.638,42981515.0,12245.2564487696,64.7,4450741.0,2869450.0,,,,,,
Argentina,ARG,Latin America & Caribbean,Upper middle income,"Spanish (official), Italian, English, German, French, indigenous (Mapudungun, Quechua)",2015,584711485367.267,43417765.0,13467.1023570022,68.04306411,,,2123280.0,516419.99999999994,1817720.0,0.0,200820.0,525370.0
Argentina,ARG,Latin America & Caribbean,Upper middle income,"Spanish (official), Italian, English, German, French, indigenous (Mapudungun, Quechua)",2016,545476103427.247,43847430.0,12440.3209818055,70.15076431,,,,,,,,
Argentina,ARG,Latin America & Caribbean,Upper middle income,"Spanish (official), Italian, English, German, French, indigenous (Mapudungun, Quechua)",2017,,,,,,,,,,,,
Argentina,ARG,Latin America & Caribbean,Upper middle income,"Spanish (official), Italian, English, German, French, indigenous (Mapudungun, Quechua)",2020,,,,,,,2113470.0,542670.0,1895010.0,0.0,214310.0,587490.0
Argentina,ARG,Latin America & Caribbean,Upper middle income,"Spanish (official), Italian, English, German, French, indigenous (Mapudungun, Quechua)",2025,,,,,,,2215210.0,600180.0,1937010.0,0.0,224680.0,631500.0
Argentina,ARG,Latin America & Caribbean,Upper middle income,"Spanish (official), Italian, English, German, French, indigenous (Mapudungun, Quechua)",2030,,,,,,,2234470.0,638510.0,2080710.0,0.0,247980.0,666180.0
Armenia,ARM,Europe & Central Asia,Lower middle income,"Armenian (official) 97.9%, Kurdish (spoken by Yezidi minority) 1%, other 1%; note - Russian is widely spoken (2011 est.)",2000,1911563665.39006,3069588.0,622.742747687983,1.300470022,409423.0,92914.0,,,,,,
Armenia,ARM,Europe & Central Asia,Lower middle income,"Armenian (official) 97.9%, Kurdish (spoken by Yezidi minority) 1%, other 1%; note - Russian is widely spoken (2011 est.)",2001,2118467913.37873,3050655.0,694.430511932268,1.631094667,393420.0,90417.0,,,,,,
Armenia,ARM,Europe & Central Asia,Lower middle income,"Armenian (official) 97.9%, Kurdish (spoken by Yezidi minority) 1%, other 1%; note - Russian is widely spoken (2011 est.)",2002,2376335048.39976,3033897.0,783.261609869997,1.960405046,,99761.0,,,,,,
Armenia,ARM,Europe & Central Asia,Lower middle income,"Armenian (official) 97.9%, Kurdish (spoken by Yezidi minority) 1%, other 1%; note - Russian is widely spoken (2011 est.)",2003,2807061008.69084,3017806.0,930.166156701539,4.575217225,,104891.0,,,,,,
Armenia,ARM,Europe & Central Asia,Lower middle income,"Armenian (official) 97.9%, Kurdish (spoken by Yezidi minority) 1%, other 1%; note - Russian is widely spoken (2011 est.)",2004,3576615240.41616,3000612.0,1191.96191990706,4.899008571,373693.0,108750.0,,,,,,
